Number,Company,Model Name,Problem 1,Problem 2,HIN,Disposition,Units,Boat Type,Severity,MIC,Company Official,Model Year,Case Open Date,Case Close Date,Campaign Open Date,Campaign Close Date,Last Date
920249T,YAMAHA MOTOR CORP USA,WR500Q&WR650Q WAVERUNNERS,FUEL TANK FILLER DEFECT,FILLER NECK BREAKS,SEE COMMENTS,Closed,5677,,H,YAM,AC,1992,3/27/1992,9/2/1994,4/24/1992,9/2/1994,8/25/1994
180012S,Sea Ray,260 DA,FUEL SYSTEM,,SERV2664A616,Open,243,12,,SER,eaj,,7/27/2018,,7/27/2018,,2/14/2022
18R6022S,DOUGLAS MARINE CORP,�380� inboard,FUEL SYSTEM,HULL ID NUMBER,SEE BELOW,Open,11,12,L,DUX,LEN,2019,10/29/2018,,10/29/2018,,2/22/2022
15CG046S,MOMARSH INC,12� FG DUCK,LEVEL FLOTATION,,IDM07730E515,Closed,342,,l,IDM,PLC,2015,12/4/2015,1/28/2020,11/8/2016,1/28/2020,1/28/2020
18R5918S,CHEETAH BOAT MFG,�Wildcat� inboard,VENTILATION,LABEL; CERTIFICATION,CHT12347B818,Closed,1,12,L,CHT,LEN,2018,1/29/2018,10/16/2019,,,7/16/2019
18R5916S,ULTRA BOATS,�28 Shadow Deck� inboard,ELECTRICAL SYSTEM,FUEL SYSTEM,ULB28D07J718,Open,1,12,L,ULB,LEN,2018,1/29/2018,,,,2/14/2020
18X033CS,HOBIE CAT COMPANY,Kayak (model not known),HULL ID NUMBER,NAVIGATION LIGHTS,HCCTZ026H718,OPEN,1,15,L,HCC,LEN,2018,1/26/2018,,8/28/2018,,2/14/2020
18CG123S,CAROLINA SKIFF LLC,16 JVX CC,HULL ID NUMBER,LABEL; CERTIFICATION,EKII2T311L718,Open,1565,11,L,EKH,PLC,2018,1/30/2018,,8/8/2018,,12/30/2022
800017T,THOMPSON BOATS INC,,NONCOMPLIANCE,LEVEL FLOTATION,,Closed,22,,,TMS,,,2/2/1980,3/23/1981,2/2/1980,3/23/1981,2/19/1981
960014T,SUNSEEKER USA INC,"""42 MUSTIQUE, 46 MANHATTAN""",FUEL TANK SPLIT,,,Closed,5,,H,XSK,GEL,1994,3/13/1996,,3/13/1996,5/9/1996,4/23/1996
031018T,SEA FOX BOAT COMPANY INC,160 C/C,port stability,STARBOARD STABILITY,US-LYGCA123C404,Closed,108,11,L,LYG,RAB,2004,12/1/2004,,3/21/2005,5/7/2009,2/19/2009
090032S,CRESTLINER INC,167 KODIAK SIDE CONSOLE,LEVEL FLOTATION,,,Closed,648,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
06R1220S,MORLEY CEDAR CANOES,14FT 6 IN ROWBOAT,LABEL; CAPACITY,,MYGSLS15H505,Closed,6,15,L,MYG,RAB,2005,2/13/2006,6/27/2006,5/16/2006,6/27/2006,6/27/2006
150012T,Mercury Marine,Mercury 2.0L,ENGINE; DIESEL,,70026630,CLOSED,2,32,,,ej,,7/14/2015,6/26/2017,7/14/2015,6/26/2017,6/26/2017
980055T,GLASTRON INC,GS 249 CRUISERS W/NOVATRON PANEL,ELECTRICAL AC GROUND,SHOCK HAZARD,GLA,Closed,138,12,H,GLA,PDE,,4/10/1998,10/22/1999,4/10/1998,10/22/1999,10/30/1998
100017T,TRACKER MARINE GROUP,,OTHER,,,Closed,178,11,H,BUJ,PLC,,7/20/2010,3/18/2013,9/8/2010,3/18/2013,3/18/2013
980041T,TIARA YACHTS INC,28 FT WALKAROUND 28 FT OFFSHORE,ELECTRICAL AC GROUND,SHOCK HAZARD,SEE REMARKS,Closed,185,12,H,SSU,PDE,,3/16/1998,5/20/2004,3/16/1998,5/20/2004,12/30/1998
930114T,HUNTER MARINE CORP,PASSAGE 42 SAILBOAT,STEMBALL EYE FITTING,,HUN.........,Closed,127,,L,HUN,DRG,,6/25/1993,4/18/1994,7/2/1993,4/14/1994,4/14/1994
030113T,POLARIS INDUSTRIES INC,"""SLH, SLXH, SLII, SLX, PRO 1200""",PWC HOOD COULD SEPARATE,FROM DECK,,Closed,7670,17,L,PLE,WAC,,7/29/2003,6/26/2007,7/29/2003,6/26/2007,2/18/2005
17CG097S,XTREME BOATS,BRUTE 1654 SC,LEVEL FLOTATION,NAVIGATION LIGHTS,EJEV1606J617,Open,5,11,l,EJE,PLC,2017,5/30/2017,,11/8/2018,,1/23/2023
950283T,OUTBOARD MARINE CORP,"""STRATOS, JAVELIN, HYDRA S""",JACK PLATES,,VARIOUS,Closed,1022,,H,OMC,RJD,1991,9/21/1995,,9/21/1995,6/30/1999,6/30/1999
950284T,BAYLINER MARINE CORP,CAPRI 2250 LS AND 2250 SS,VENTILATION ENGINE SPACE,,VARIOUS,Closed,437,,H,BL1,RJD,1995,9/21/1995,,9/21/1995,6/30/1999,6/30/1999
030053T,TIARA YACHTS,PURSUIT 3800/TIARA 3800 0PEN,ELECTRICAL,,VARIOUS,Closed,161,12,H,SSU,RAB,,5/15/2003,,4/28/2003,3/13/2006,3/13/2006
950131T,STARCRAFT MARINE LLC,SEE FILE,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,,Closed,1501,,H,STR,RJD,1995,9/13/1995,3/4/1999,11/1/1995,3/4/1999,6/30/1999
951410S,SEMINOLE MARINE,SAILFISH SF 150,LEVEL FLOTATION,,,Closed,32,11,l,YSI,GEL,1995,2/6/1996,6/8/2001,8/25/1999,6/8/2001,4/14/1996
010008T,STARDUST CRUISERS,ALL,EXHAUST SYSTEM,CARBON MONOXIDE,SEE DNR,Closed,575,19,H,TKZ,RJD,,,1/15/2003,2/15/2001,1/5/2003,1/15/2003
02R0323S,SHARPE HOUSEBOAT INC,82x16 WC,LABEL; BLOWER WARNING,,,Closed,205,19,L,EYE,DRG,,6/28/2002,2/3/2003,10/25/2002,2/3/2003,10/29/2002
07R2209S,"""NORTHWEST JET BOATS, INC.""","""FREEDOM 19'10""""""",LABEL; CAPACITY,,NOJ91559A707,Closed,147,12,H,NOJ,RAB,2007,5/10/2007,,6/3/2008,12/18/2008,12/16/2008
800291S,SOMERSET BOAT CO,HOUSEBOAT,FUEL TANK STRAPING,,,Closed,25,,L,SST,KWL,81,12/12/1980,5/18/1981,12/12/1980,5/18/1981,4/16/1981
810082S,VIKING BOAT CO,1440 IF,LEVEL FLOTATION,,,CLOSED,146,,,,PCB,80-81,6/30/1981,6/7/1982,6/30/1981,6/7/1982,4/13/1982
19CG156S,GREGOR BOAT COMPANY,CH-45L CH-51L,BASIC FLOTATION,LEVEL FLOTATION,GBC46192E819,Open,15,11,L,GBC,PLC,2019,2/15/2019,,9/27/2019,,1/20/2023
19CG157S,KLAMATH BOAT CO LLC,152 WESTCOASTER,LEVEL FLOTATION,SAFE LOADING MAX PERS WT,HULG1532I819,Open,121,11,L,HUL,PLC,2019,2/19/2019,,7/12/2019,,1/20/2023
19R6079S,HOLLANDS BOAT SHOP,�Holland 14� outboard,SAFE LOADING MAX WT,LABEL; CAPACITY,none assigned,Closed,1,11,L,HLG,EAJ,,11/4/2019,6/27/2020,3/23/2020,6/27/2020,6/27/2020
090035S,CRESTLINER INC,1650 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,,,Closed,2131,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
090036S,CRESTLINER INC,1700 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,,,Closed,424,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
090037S,CRESTLINER INC,1750 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,,,Closed,4702,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
15CG049S,LUND BOATS,1800 Alaskan Tiller� outboard,SAFE LOADING MAX WT,,LBBDJ830I516,Open,1503,11,l,LBB,PLC,2016,12/23/2016,,4/1/2016,,1/20/2023
19CG155S,ALUMAWELD BOATS,16 SPORT SKIFF,LEVEL FLOTATION,,AWB26825J718,Closed,0,11,L,AWB,PLC,2018,1/28/2019,12/30/2020,6/28/2019,12/30/2020,12/30/2020
960097T,U.S. COAST GUARD HEADQUARTERS,FUEL INJECTORS,ENGINE FUEL INJECTORS,FAULTY,,Closed,1561,,H,HQZ,RJD,,10/22/1996,,11/26/1997,12/1/1998,6/30/1999
050079T,BOMBARDIER RECREATIONAL PROD,EVINRUDE,E-TEC TILLER KIT,,,Closed,43,,H,CEC,RAB,,12/12/2005,12/12/2005,12/12/2005,10/24/2007,9/15/2007
950278T,WELLCRAFT MARINE,,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,,Closed,3,,H,WEL,PDE,,9/13/1995,10/31/1995,9/13/1995,10/31/1995,10/30/1995
810160S,NEODESHA PLASTICS,9' DINGHY BASSTRACK,SAFE LOADING,NEG2080M81A,BANTAM II,Closed,1400,,L,NEG,PCB,,10/29/1981,4/15/1983,10/29/1981,4/15/1983,3/22/1982
041026S,FISH-RITE BOATS,16' ALUMINUM FISH 16X65 ROGUE,BASIC FLOTATION,SAFE LOADING MAX PERS WT,TGF05752K405,Closed,1,11,H,TGF,RAB,2005,11/21/2005,,12/29/2005,10/15/2010,10/15/2010
040008S,VOLVO PENTA,FEDERAL MOGUL FUEL PUMPS,FUEL PUMP LEAKS,O RING LEAKS,,CLOSED,166,32,H,,PDE,2003,2/5/2004,5/17/2004,2/6/2004,5/17/2004,5/15/2004
090027S,TRITON BOAT COMPANY LP,16 DV,LEVEL FLOTATION,,,Closed,42,11,H,TJZ,PLC,,8/7/2009,,9/7/2009,3/22/2011,3/22/2011
16CG071S,TRACKER MARINE GROUP L.P.,�Guide V 14 STD�,SAFE LOADING MAX PERS WT,,BUJ23737C616,Open,970,11,,BUJ,PLC,2016,10/3/2016,,3/23/2018,,1/23/2023
950146T,DESIGN CONCEPTS,,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,GRZ10239A595,Closed,35,,H,GRZ,DRG,,9/13/1995,5/28/1997,11/1/1995,5/28/1997,5/28/1997
01R0254S,COMMANDER BOATS,HAWK,VENTILATION,,COJ22505B101,Closed,10,13,H,COJ,DRG,2001,7/24/2001,6/17/2003,7/24/2001,6/17/2003,3/28/2003
13PR013,DARGEL BOAT WORKS,SKOUT 190,SAFE LOADING PERSONS,,DBWB3595A414,Closed,14,11,,DBW,LEN,14,5/13/2014,4/24/2015,,,4/25/2015
04V067S,LIVINGSTON BOATS INC,12' LIVINGSTON,,,LVI12213A505,Closed,200,11,L,LVI,RAB,2005,1/11/2006,5/22/2006,2/9/2006,5/22/2006,4/18/2006
04V068T,LIVINGSTON BOATS INC,14' LIVINGSTON,,,LVI14294D505,Closed,200,11,L,LVI,RAB,2005,1/11/2006,5/23/2006,2/13/2006,5/23/2006,4/18/2006
160012T,Hatteras Yachts,various,Seat,,HATGU319E708,Open,141,12,,HAT,EJ,,11/16/2016,,11/16/2016,,1/24/2023
820142S,B&D FIBERGLASS,176 PRO & COMBO,PERSONS CAPACITY,,,Closed,23,,L,BFX,PCB,,11/4/1982,2/28/1983,11/4/1982,2/28/1983,1/18/1983
190039T,SEA RAY BOATS,DA320 DA350 DAC350,STEERING,,,Open,18,12,H,SER,PLC,2019,,,6/28/2019,,2/14/2022
190038T,SEA RAY BOATS,DA320 DA350 DAC350 DAC320,ELECTRICAL SYSTEM,,,Open,27,13,H,SER,PLC,2019,8/26/2019,,6/26/2019,,12/22/2021
190040T,CENTURION & SUPREME,ZS232,DYNAMIC INSTABILITY,,FINZ2696L819,Open,139,12,H,FIN,PLC,2019,7/2/2019,,7/2/2019,,8/30/2019
070045T,VOLVO PENTA,HOLLEY CARBURETORS,CARBURETOR CORROSION,,,Closed,7630,12,H,HQZ,LEN,,11/17/2007,,11/17/2007,3/1/2010,12/19/2017
14CG016S,K L INDUSTRIES,SUN DOLPHIN PRO 120,,,JOK11929L415,Closed,843,11,,JOK,PLC,2015,2/24/2015,,5/6/2015,7/20/2016,7/20/2016
110048T,MERCURY MARINE,40/50/60 HP FOUR STROKE,FUEL SYSTEM,,1C15973-1C12224,Open,6735,11,H,,eaj,2011,12/14/2011,,12/14/2011,,7/13/2022
110045T,EZY GLIDE INC,,steering,,,CLOSED,2000,11,,,eaj,,11/2/2011,3/24/2014,11/21/2011,3/24/2014,3/24/2014
07R2243S,INITIAL MARINE INC,"""290 SC 28' 6""""""",LABEL,,,Closed,10,12,L,VMP,PLC,2007,5/23/2007,6/18/2008,7/1/2007,6/18/2008,5/20/2008
130001T,East Tennessee Composites,BF2.3D MOTOR,FUEL SYSTEM,,,Open,1944,,H,AHM,LEN,2012,6/23/2013,,3/4/2013,,7/17/2014
10R3717S,NAUTICA INTERNATIONAL INC,'XP 10' IB GAS POWERED BOAT,,,PTJ 10913 L910,Closed,1,12,L,PTJ,PLC,2010,1/21/2010,3/18/2010,,3/18/2010,3/17/2010
800268S,BAYLINER MARINE CORP,EXPLORER COMMA,NO CERTIFICATION LAB,,,Closed,120,,L,BLI,KWL,81,11/11/1980,12/16/1981,11/11/1980,12/16/1981,1/26/1980
950020T,WETJET,WETJET DUO 300,STEERING:JET PUMP NOZZLE,BREAKS CAUSING LOSS OF,WETUSAT6G495,Closed,741,,L,WET,WAC,95,3/29/1995,,3/29/1995,3/25/1999,3/25/1999
140004T,AMERICAN HONDA MOTOR CO INC,ARX1200,FUEL SYSTEM,,,Open,53956,22,H,HPS,PLC,,2/5/2014,,2/5/2014,,10/26/2022
16CG078S,TITAN MARINE LLC,HAVOC 1556 DBST,,,TTN01534H617,Open,33,11,l,TTN,PLC,2017,11/17/2016,,3/20/2019,,1/23/2023
14CG011,RECREATION UNLIMITED LLC,KEY LARGO 168 BAY CC,LEVEL FLOTATION,LEVEL FLOTATION,REC22371F314,Open,45,11,,REC,PLC,2014,11/20/2014,,3/3/2020,,12/30/2022
940042S,GODFREY MARINE COMPANY,20' AND 23' FUN DECK,LABEL NO BLOWER WARNING,,GDYT6282J394,Closed,217,,L,GDY,GEL,1994,4/11/1994,,6/1/1994,3/27/1995,12/15/1994
090031S,CRESTLINER INC,167 KODIAK TILLER,LEVEL FLOTATION,,,Closed,98,11,H,CRC,PLC,,8/7/2009,,9/7/2009,5/23/2012,5/23/2012
810018S,SOUTHERN SAILS-INC.,SKIFFIE,NO CAPACITY LABEL,NO CERIFICATION LABE,,Closed,2,,L,XUT,CFP,81,2/2/1981,1/12/1982,2/2/1981,1/12/1982,8/21/1978
070018T,BOMBARDIER RECREATIONAL PROD,VARIOUS,GAS SPRING BRACKET,,VARIOUS,Closed,845,17,H,CEC,RAB,2007,5/23/2007,,5/23/2007,,4/29/2010
010178S,MAXUM MARINE,3000 SCR SUNCRUISER,ISOLATION BULKHEAD,,,Closed,776,13,L,MXP,DRG,,11/16/2001,1/19/2006,11/16/2001,1/19/2006,1/19/2006
190031S,SEA RAY BOATS,SXO400,VENTILATION,,,Open,16,12,H,SER,PLC,2019,,,4/26/2019,,12/27/2021
190030T,CROWNLINE BOATS,E285 E285XS,ELECTRICAL SYSTEM,,KIS84839F819,Closed,13,19,H,KIS,EAJ,2019,4/24/2019,6/21/2021,4/30/2019,6/21/2021,6/21/2020
19CG164S,SEAARK LLC DBA SEAARK BOATS,MV1648 SPECIAL,LEVEL FLOTATION,,SOM42930F819,Closed,0,11,L,SOM,EAJ,2019,4/19/2019,7/17/2020,11/15/2019,7/17/2020,7/17/2020
820078S,RIVERCRAFT BOATS,XL 300,LEVEL FLOTATION,,,CLOSED,58,,L,,PCB,1982,7/30/1982,2/26/1983,7/30/1982,2/26/1983,4/13/1983
18CG129S,CAMPION MARINE INC,EXPLORER 492 CC,LEVEL FLOTATION,SAFE LOADING PERSONS,CAZBI49201K516,Closed,82,11,H,ZBI,PLC,,5/4/2018,8/17/2021,12/4/2018,,1/30/2020
180010S,COBALT BOATS,,HULL; CRAZING,,FGES3003E717,Open,1799,11,H,FGE,LEN,,5/25/2018,,,,7/19/2022
16CG081S,MAY-CRAFT FIBERGL PRODS INC,MAY-CRAFT 17,,,MBL07316F617,Open,9,11,l,MBL,PLC,2017,12/12/2016,,3/23/2020,,1/23/2023
920358S,ALUMAWELD BOATS,18' KENAI FLYER O/B SLED,LEVEL FLOT W/REMOTE STRG,LEVEL FLOT STAB W/REMOTE,AWB10282K192,Closed,80,,H,AWB,LJA,1992,5/14/1992,11/8/1993,5/14/1993,11/23/1993,8/19/1993
06R1204S,HUNTER COMPOSITES TECHNOLOGY,LIBERTY,HULL ID NUMBER,LABEL; CAPACITY,HUN11500A606,Closed,361,11,L,HUN,PLC,2006,2/2/2006,5/30/2006,4/4/2006,5/30/2006,5/30/2006
17CG099S,GLASSTREAM INC,Fiberglass Fish,VENTILATION,LABEL; CAPACITY,GDJ01086H617,Open,34,11,l,GDJ,PLC,2017,6/12/2017,,5/10/2019,,1/23/2023
01R0481S,SHOCKWAVE MARINE,21 LS,VENTILATION,,SKGLS334J001,Closed,32,12,H,SKG,DRG,2000,10/10/2001,6/18/2002,10/10/2001,6/18/2002,6/18/2002
980159T,MERCURY MARINE,MERCURY/MARINER 9.9/15 O/BS,ENGINE MOTOR MOUNTS,,,CLOSED,5039,31,L,,DRG,1998-99,9/1/1998,2/20/2002,9/1/1998,2/20/2002,2/20/2002
050010T,YAMAHA MOTOR CORP USA,FX1100,THROTTLE BODY ASSEMBLY,CORROSION,,Closed,12000,17,L,YAM,LEN,,3/14/2005,4/9/2008,3/14/2005,4/9/2008,3/14/2005
940134T,FOUR WINNS (OMC),278 VISTA,ELECTRICAL SYSTEM:,,,Closed,5002,,H,FWN,RJD,1994,5/26/1994,,5/26/1994,1/29/2002,6/30/1999
03R0570S,STOWBOATS,STOWAWAY CANOE- 8 FT 6 IN,HULL ID NUMBER,,NONE,Closed,1,15,L,NPH,PDE,,11/4/2003,12/3/2004,11/4/2003,12/3/2004,2/20/2004
03R0580S,CAJUN SPECIAL BOATS,1700 SUPER SPORT,HULL ID NUMBER,NO CALCULATIONS,,Closed,26,11,L,LEL,DRG,,11/12/2003,,11/12/2003,3/23/2010,3/18/2010
02R0284T,THOROUGHBRED CRUISERS INC,83 X 18,ELECTRICAL SYSTEM,,DZU36G83A102,Closed,18,19,H,DZU,DRG,2002,4/24/2002,7/26/2002,6/13/2002,7/26/2002,6/13/2002
980158T,MERCURY MARINE,MERCURY/MARINER 15 OUTBOARDS,REVERSE LOCK LINK ROD,,,CLOSED,4355,31,L,,DRG,1998,9/1/1998,2/20/2002,9/1/1998,2/20/2002,2/20/2002
820016H,SOMERSET BOAT COMPANY,ONAN MCCK,STARTER MTR ON ONAN MCCK,GEN'TR NOT EXPLOS PROOFED,,Closed,20,,,SST,DWE,,2/17/1982,10/28/1982,2/17/1982,10/28/1982,8/17/1982
990195T,SEA DAN,320 OF and 360 WA,NAVIGATION LIGHTS,,XGQAR613A999,Closed,2,11,H,XGQ,RJD,1999,8/19/1999,3/19/2002,12/2/1999,3/19/2002,11/13/2000
080039S,MERCURY MARINE,TILLER KIT 75-115 HP OUTBOARD,START IN GEAR,,,Closed,626,31,L,HQZ,RAB,,10/22/2008,,10/22/2008,,7/25/2011
970007T,U.S. COAST GUARD HEADQUARTERS,GAS POWERED GENERATORS SEE REMAR,IGNITION PROTECTION -,STARTER NOT PROTECTED,,Closed,10000,34,H,HQZ,PDE,,12/29/1997,,4/30/1997,10/28/1998,6/19/1998
940310S,CORRECT CRAFT INC,NAUTIQUE SUPER SPORT,FUEL SYSTEM,,,Closed,98,,L,CTC,GEL,1995,12/23/1994,,2/9/1995,10/4/1995,9/26/1995
950052T,OUTBOARD MARINE CORP,EVINRUDE/JOHNSON,NO START-IN-GEAR (EXPORT,MODELS),,Closed,61,,H,OMC,RJD,1995,5/31/1997,6/30/1999,5/31/1995,6/30/1999,6/30/1999
001026T,SEA FOX BOAT COMPANY INC,160CC,LEVEL FLOTATION,,LYGCA112F102,Closed,64,11,L,LYG,PLC,2002,10/9/2001,,10/9/2001,5/7/2009,2/19/2009
800185S,TWO GUYS FABRICATION,16FT 85,NONCOMPLIANCE,#NAME,,Closed,5,,,TGF,KWL,,7/7/1980,6/2/1981,7/7/1980,6/2/1981,1/29/1980
950233T,SEA RAY BOATS INC,240SD & 240DA,FUEL FILL FITTING CRACKS,FUEL FILL FITTING CRACKS,SER.........,Closed,240,,H,SER,DRG,,9/13/1995,10/19/1998,11/1/1995,10/19/1998,10/19/1998
810063S,ELDO-CRAFT,SIESTA I/O,NO BLOWER LABEL,,,Closed,19,,,ELD,KWL,,2/1/1981,9/16/1981,2/1/1981,9/16/1981,6/15/1981
800089S,COLUMBIA FIBERGLASS,12FT LAPSTRAKE,LEVEL FLOTATION,,,Closed,18,,H,CFS,KWL,79,4/4/1980,12/16/1980,4/4/1980,12/16/1980,11/17/1980
990167T,KAWASAKI MOTORS MFG,ULTRA 150,STEERING,,,Closed,2859,17,H,KAW,WAC,1999,9/14/1999,6/7/2005,9/14/1999,6/7/2005,3/14/2000
14CG005,MAY-CRAFT FIBERGL PRODS INC,1800 CC,LEVEL FLOTATION,,MBL06943I314,Open,28,11,l,MBL,PLC,2014,9/25/2014,,7/13/2015,,1/20/2023
150010T,BRP US INC,Evinrude E-TEC G2 74� V6 3.4 L,STEERING,,,Closed,956,31,H,CEC,PLC,,6/22/2015,4/21/2017,6/22/2015,4/21/2017,9/26/2018
940129S,LONDON BRIDGE BOAT CO,22' DAYCRUISER,NON IGN PROTECTED DEVICE,LABEL WARNING LABEL,CBL22217G394,Closed,4,,H,CBL,DRG,1994,5/26/1994,6/29/1995,8/15/1994,6/29/1995,6/29/1995
980054T,LARSON BOATS,LARSON CRUISERS W/NOVATRON PANEL,ELECTRICAL AC GROUND,SHOCK HAZARD,LAR,Closed,748,12,H,LAR,PDE,,4/10/1998,10/22/1999,4/10/1998,10/22/1999,10/31/1998
140013T,BRP US Inc.,SeaDoo Spark,steering Column,,,Closed,6221,22,,cec,eaj,2014,7/15/2014,7/21/2017,7/15/2014,7/21/2017,7/21/2017
980053T,BOSTON WHALER INC,,FUEL TANK,,BWC.........,Closed,318,,H,BWC,DRG,,4/8/1998,5/31/2000,4/9/1998,5/31/2000,5/31/2000
140021T,SEA RAY BOATS,270 SD; 270 OB,VENTILATION,,SERV1001D415,Open,114,11,H,SER,LEN,2014,2/5/2015,,,,11/14/2018
170006S,KAWASAKI MOTORS MFG,"""JT1200, JT1500""",FUEL SYSTEM,,,Open,61709,22,H,KAW,PLC,2017,,7/1/2022,5/2/2017,,10/26/2022
150003T,Sea Ray Boats,19SPXO,LEVEL FLOTATION,,SERV1560I415,Open,55,11,,SER,LEN,,3/25/2015,,3/31/2015,,7/19/2016
18CG127S,FISH-RITE BOATS,FISHMASTER 15,LABEL; CAPACITY,LABEL; CERTIFICATION,FIS00211A616,Open,15,11,L,FIS,PLC,2016,4/20/2018,,2/7/2020,,1/20/2023
920374T,NISSAN MARINE & POWER PRODCTS,NISSAN 5 HP O/B MOTOR,FUEL TANK LEAK,,,Closed,829,,H,NIS,RJD,1991,6/1/1992,1/29/2002,6/1/1992,1/29/2002,11/30/1993
16CG057S,GHEEN MANUFACTURING,15� FIBERGLASS HUNT-FISH,,,GHE85403F515,Open,50,11,l,GHE,PLC,2015,5/31/2016,,5/23/2018,,1/23/2023
02R0322S,SKIPPERLINER HOUSEBOATS,Aquaminium 600,ELECTRICAL STARTER TERM,Fuel fill not grounded,SGU01774A202,Closed,49,19,H,SGU,DRG,2002,6/28/2002,5/25/2004,9/9/2002,5/25/2004,5/14/2004
800067S,PACIFIC BOATLAND,1810 17FT O/B,CAP LABEL NOT VISIBL,,,Closed,2,,,AMM,KWL,80,2/2/1980,10/30/1980,2/2/1980,10/30/1980,10/29/1980
09R3512S,WOODMAN BOATS LLC,'EIDER ELECTRIC' LAUNCH,SAFE LOADING PERSONS,HULL ID NUMBER,WOOEI002F808,Closed,2,11,M,WOO,,2008,8/19/2009,,8/19/2009,6/16/2010,6/16/2010
16CG061S,UNLIMITED GLASSWORKS INC.,LOWTIDE 25,LEVEL FLOTATION,SAFE LOADING MAX PERS WT,UGW51138B616,Closed,0,,l,UGW,PLC,2016,6/30/2016,9/22/2021,1/29/2020,9/22/2021,9/22/2021
18CG150S,K L INDUSTRIES,9.4 ROWING DINGHY,SAFE LOADING MAX WT,,JOK25636I818,Closed,395,18,H,JOK,PLC,2018,11/26/2018,9/14/2020,3/4/2019,9/14/2020,9/14/2019
18CG141S,DRAGONFLY BOATWORKS LLC,MARSH HEN,BASIC FLOTATION,SAFE LOADING MAX PERS WT,DBIMH024F818,Open,27,11,L,DBI,PLC,2018,11/16/2018,,8/5/2019,,1/20/2023
19CG151S,LUND BOATS,SSV 14,LEVEL FLOTATION,,LBBE2206H819,Open,70,11,L,LBB,PLC,2019,1/7/2019,,3/26/2019,,1/20/2023
190052T,SEA RAY BOATS,SDX290 SDO290,ELECTRICAL SYSTEM,,,Open,195,13,H,SER,PLC,,11/14/2019,,11/14/2019,,12/22/2021
190053T,SEA RAY BOATS,SLX250 SLX280,ELECTRICAL SYSTEM,,,Open,122,13,H,SER,PLC,,11/15/2019,,11/15/2019,,12/22/2021
190054T,BRP,"""LEGACY, XT, LT, X-PLODE""",HULL; CRACKS,,TII98083D818,Open,473,21,L,BRP,LEN,,11/18/2019,,11/19/2019,,11/29/2022
20SD0003,SEA RAY BOATS,VARIOUS,ELECTRICAL SYSTEM,,,Open,352,,H,SER,PLC,,3/5/2020,,3/10/2020,,12/22/2021
20SD0004,CAROLINA SKIFF LLC,"""22 HFC, 24 HFC""",ELECTRICAL SYSTEM,,,Open,675,11,H,EKH,PLC,,3/2/2020,,3/24/2020,,12/30/2022
190033T,,"Sierra part # 18-0871, 18-7044",FUEL SYSTEM,,18-0871 18-7044,OPEN,5198,50,,,eaj,2018,5/14/2019,,5/15/2019,,10/15/2019
190041T,DOMETIC,OPTIMUS,DYNAMIC INSTABILITY,,,Closed,3015,12,H,,LEN,2018,7/10/2019,1/13/2021,7/10/2019,1/13/2021,1/13/2020
190042T,TORQUEEDO,TRAVEL AND ULTRALIGHT,ELECTRICAL SYSTEM,,1001 AND 1117,Open,14545,31,H,,LEN,,7/12/2019,,7/12/2019,,1/20/2022
190051S,SEA RAY BOATS,310SXO,ELECTRICAL SYSTEM,,,Open,37,,L,SER,PLC,2020,10/9/2019,,10/18/2019,,12/22/2021
20SD0006,BRUNSWICK FAMILY BOAT CO INC,WT-2DC WTSURF,VENTILATION,,WTXX1004K6-7,Open,822,12,H,WTX,LEN,,4/7/2020,,4/7/2020,,11/23/2020
20SD0007,HONDA MOTOR COMPANY,,ENGINE; GASOLINE,ECO,,Open,23,11,H,,PLC,,4/21/2020,,5/22/2020,,10/26/2022
20SD0008,BLACK RIVER CANOES,MANITOU RFX/RFXW,HULL; CRACKS,,TII97404A818,Open,47,21,M,BRP,LEN,2018,5/11/2020,,5/11/2020,,11/29/2022
20SD0011,THUNDER JET BOATS,176 180 ECOJET,ELECTRICAL SYSTEM,,AHQT1382E919,Open,75,13,H,AHQ,LEN,2019,6/23/2020,,,,7/21/2020
20SD0012,MALIBU BOATS,WAKESETTER,FUEL SYSTEM,,,Open,579,12,H,MB2,PLC,2017,9/8/2020,,7/7/2020,,9/16/2021
20CG0019,COMPOSITE RESEARCH INC,Sundance K168D,Maximum weight capacity,Stability test (port),SVTK6787B020,Open,21,01,,SVT,jlu,,9/8/2020,,3/8/2021,,1/24/2023
20DL0869,KRASH INDUSTRIES,,Boat has certification la,U.S. Coast Guard Maximum,,Open,43,,,KRA,jlu,2020,8/6/2020,,8/6/2020,,11/23/2020
20SD0017,MERCURY,35-60 EFI 75-115 SEA,,,1CS00142,Open,768,,,111,,,8/4/2020,,8/4/2020,,12/30/2022
